apps,OS,year,regressions,code,bugs
App51,Android,2015,56.029,8486949,4439
App99,Android,2010,74.712,1405486,4421
App26,Android,2013,67.768,27764644,4398
App62,Windows,2017,54.459,24001816,4391
App40,Android,2010,70.734,3232927,4359
App139,Windows,2013,64.406,1425876,4336
App131,Linux,2015,70.001,8523077,4333
App106,Linux,2012,73.615,492095,4320
App13,iOS,2014,70.69,4338977,4314
App4,Linux,2009,42.731,4826015,4269
App132,iOS,2012,59.507,42404033,4269
App100,Android,2013,67.378,3366439,4259
App16,iOS,2009,73.005,8012946,4254
App100,Android,2016,65.815,5154123,4247
App51,Android,2014,58.137,7326406,4246
App132,iOS,2013,61.036,47328791,4241
App29,Linux,2014,54.907,2064095,4201
App100,Android,2015,66.353,4483945,4196
App89,Linux,2013,56.437,1099010,4191
App61,Windows,2009,70.964,22874000,4187
App125,Windows,2018,74.143,19314747,4185
App3,Linux,2011,69.152,14760787,4183
App39,Linux,2016,51.137,66134291,4173
App100,Android,2018,64.361,6667147,4173
App30,Android,2010,78.123,1588717,4162
App68,Windows,2013,65.869,2347031,4161
App40,Android,2014,58.207,4842194,4140
App122,Linux,2017,43.869,1130269,4128
App13,iOS,2013,71.14,4172693,4127
App70,Windows,2013,67.297,17647518,4107
App70,Windows,2012,67.727,16325320,4106
App70,Windows,2014,67.159,19067554,4106
App40,Android,2013,63.154,4474873,4098
App125,Windows,2017,73.053,17155814,4091
App38,Android,2009,74.994,4681707,4086
App89,Linux,2017,51.159,2011153,4072
App126,Windows,2011,69.39,15226039,4063
App51,Android,2011,66.322,5149581,4031
App106,Linux,2010,75.744,414024,4021
App29,Linux,2015,52.97,2409073,4016
App125,Windows,2016,71.527,15081016,4014
App100,Android,2014,66.874,3886512,3999
App122,Linux,2014,57.678,779348,3985
App120,Windows,2018,62.192,20378239,3970
App89,Linux,2016,51.479,1774766,3900
App122,Linux,2013,55.561,649901,3895
App39,Linux,2014,56.006,52799062,3885
App122,Linux,2016,54.289,1054486,3877
App89,Linux,2012,58.909,977026,3876
App68,Windows,2017,51.629,5307470,3845
App79,Mac,2012,70.693,12845381,3828
App12,Android,2018,43.428,9119152,3822
App86,Linux,2018,47.924,33757175,3820
App26,Android,2012,68.421,25094412,3816
App131,Linux,2014,66.894,7724976,3810
App89,Linux,2015,52.906,1554253,3805
App39,Linux,2015,53.319,59402198,3795
App89,Linux,2010,60.835,706640,3794
App100,Android,2017,64.951,5884491,3784
App122,Linux,2012,52.537,551425,3781
App40,Android,2009,71.878,2747687,3777
App125,Windows,2013,64.59,9410494,3762
App62,Windows,2015,57.046,17861905,3746
App89,Linux,2011,58.968,821782,3746
App2,iOS,2014,70.42,3075321,3739
App70,Windows,2015,66.662,20711375,3726
App82,Linux,2012,69.745,913025,3711
App70,Windows,2011,69.1,14781241,3702
App36,Linux,2011,53.157,178848,3694
App89,Linux,2014,53.867,1278184,3694
App82,Linux,2013,68.74,992040,3688
App139,Windows,2012,60.765,1261091,3683
App114,Windows,2009,79.972,1750200,3675
App68,Windows,2016,56.528,4526235,3645
App93,Android,2009,72.899,1590597,3634
App29,Linux,2018,48.435,3800610,3633
App2,iOS,2013,71.581,2780097,3631
App37,Android,2016,59.631,7992357,3614
App131,Linux,2013,64.048,6734098,3560
App122,Linux,2015,58.474,962344,3553
App12,Android,2012,59.957,5079716,3548
App55,Android,2018,48.041,7483763,3548
App60,Windows,2018,42.518,223547000,3541
App99,Android,2009,75.537,1215725,3537
App2,iOS,2012,72,2509048,3533
App13,iOS,2012,72.178,4086000,3528
App39,Linux,2013,59.797,45681811,3504
App29,Linux,2016,52.962,2800947,3484
App29,Linux,2017,52.04,3328795,3484
App93,Android,2013,62.008,2979423,3470
App30,Android,2009,78.782,1345187,3461
App132,iOS,2011,57.005,37492953,3451
App68,Windows,2015,61.134,3867409,3432
App15,Android,2010,71.006,88049823,3430
App12,Android,2017,45.032,8445134,3413
App122,Linux,2011,49.552,480105,3365
App125,Windows,2015,69.249,13219062,3341
App15,Android,2009,72.39,76039390,3337
App12,Android,2016,46.714,7693188,3326
App2,iOS,2011,72.95,2263554,3313
App26,Android,2011,70.313,22542890,3265
App29,Linux,2012,55.625,1536769,3259
App86,Linux,2017,50.335,31167783,3258
App100,Android,2012,68.225,2984494,3248
App3,Linux,2010,70.994,12760499,3247
App51,Android,2010,68.978,4690773,3243
App14,Linux,2012,59.319,781472,3215
App29,Linux,2011,56.433,1340458,3213
App55,Android,2012,66.399,3055235,3203
App125,Windows,2012,61.195,7932503,3195
App2,iOS,2016,67.69,3428038,3193
App102,Windows,2018,54.757,91077287,3190
App106,Linux,2009,76.442,358900,3174
App89,Linux,2009,61.999,621392,3173
App55,Android,2016,53.884,5867957,3160
App12,Android,2013,57.251,5642224,3157
App139,Windows,2011,56.532,1089572,3133
App55,Android,2013,64.492,3669448,3122
App131,Linux,2012,59.837,6005061,3121
App25,Windows,2017,58.38112,1280400000,3119
App60,Windows,2016,49.203,201578000,3119
App125,Windows,2014,66.974,11242847,3117
App55,Android,2017,50.924,6677328,3100
App84,Mac,2018,48.251,2874127,3096
App36,Linux,2012,51.604,228694,3082
App55,Android,2015,57.402,5077347,3082
App62,Windows,2016,56.95,20775703,3076
App37,Android,2015,61.788,7351181,3044
App71,Windows,2011,74.647,33505000,3031
App139,Windows,2018,73.422,4018332,3025
App55,Android,2014,60.909,4372203,3023
App36,Linux,2009,54.791,89898,3021
App36,Linux,2010,53.373,127617,3020
App120,Windows,2017,64.266,19576783,3015
App4,Linux,2012,40.647,6162675,3009
App128,Windows,2014,66.084,52910342,2983
App86,Linux,2016,52.862,28529501,2982
App12,Android,2011,62.05,4565872,2980
App12,Android,2015,50.023,6893451,2962
App93,Android,2014,59.298,3344353,2956
App86,Linux,2015,55.73,25798239,2948
App97,Mac,2009,75.64,628164,2925
App37,Android,2014,63.727,6655297,2900
App36,Linux,2014,48.812,311025,2880
App36,Linux,2013,50.04,305991,2879
App60,Windows,2017,45.964,211060000,2874
App37,Android,2013,66.046,5968349,2861
App13,iOS,2011,73.244,3819000,2860
App68,Windows,2012,68.015,1937652,2852
App79,Mac,2011,71.938,11441462,2849
App132,iOS,2010,54.336,33411317,2826
App41,Linux,2016,40.516,439971,2814
App39,Linux,2012,63.674,38783863,2785
App4,Linux,2017,35.985,10866106,2773
App2,iOS,2010,75.651,1984060,2760
App4,Linux,2013,39.942,7016384,2757
App86,Linux,2014,59.65,22987397,2755
App12,Android,2014,53.859,6156369,2754
App131,Linux,2011,55.602,5303507,2753
App51,Android,2009,70.259,4208858,2750
App93,Android,2018,48.632,5675356,2749
App68,Windows,2010,71.263,1255058,2742
App86,Linux,2013,62.677,20201430,2703
App37,Android,2012,68.457,5302800,2682
App26,Android,2010,71.682,19764027,2679
App29,Linux,2010,56.695,1179760,2678
App120,Windows,2016,65.042,18698655,2664
App102,Windows,2017,56.393,82995088,2651
App139,Windows,2010,51.631,1142636,2650
App126,Windows,2010,67.5,13648692,2644
App4,Linux,2015,39.483,8735988,2628
App122,Linux,2010,46.633,420690,2613
App98,Mac,2018,47.67,169270617,2606
App20,Linux,2014,49.856,10780667,2603
App31,Linux,2013,49.801,9025951,2603
App102,Windows,2013,64.151,53456774,2603
App121,Linux,2018,58.556,42292929,2602
App12,Android,2010,63.883,4040665,2587
App82,Linux,2011,70.736,851334,2575
App125,Windows,2011,57.296,6701172,2571
App3,Linux,2009,72.301,11000948,2551
App13,iOS,2015,69.86,4256013,2547
App55,Android,2010,68.565,2500689,2538
App102,Windows,2016,58.065,75012988,2537
App55,Android,2011,67.659,2965146,2530
App82,Linux,2009,72.801,701016,2529
App100,Android,2011,69.4,2614104,2523
App31,Linux,2012,52.044,7459574,2518
App2,iOS,2015,68.93,3326498,2497
App26,Android,2009,72.889,17009885,2492
App82,Linux,2010,71.954,789309,2475
App93,Android,2017,51.884,5146848,2475
App29,Linux,2009,57.47,1047924,2465
App59,Windows,2018,43.605,1110396331,2452
App138,Windows,2018,74.249,85262356,2442
App4,Linux,2014,39.906,7874230,2430
App128,Windows,2013,64.597,48827160,2393
App60,Windows,2015,52.702,184816000,2383
App31,Linux,2011,52.374,6071696,2378
App36,Linux,2015,46.519,384156,2377
App102,Windows,2012,66.458,46850962,2373
App86,Linux,2012,65.393,18396941,2371
App20,Linux,2013,50.43,9250831,2368
App68,Windows,2009,72.535,933559,2348
App84,Mac,2014,57.489,2015133,2338
App132,iOS,2009,52.098,29788695,2323
App2,iOS,2009,76.423,1728137,2313
App100,Android,2010,70.755,2287985,2299
App55,Android,2009,70.198,2090162,2291
App25,Windows,2016,63.11888,1230075000,2289
App140,Windows,2018,62.698,22211743,2281
App102,Windows,2015,60.06,67185766,2279
App79,Mac,2010,73.044,10154878,2278
App4,Linux,2016,37.928,9875024,2277
App14,Linux,2011,61.484,619351,2264
App93,Android,2016,55.151,4609572,2253
App140,Windows,2017,60.308,18701257,2235
App121,Linux,2012,47.8,17104986,2203
App139,Windows,2009,48.127,1133134,2199
App125,Windows,2009,50.305,4834621,2193
App37,Android,2011,69.957,4671329,2190
App102,Windows,2014,62.082,60017788,2190
App12,Android,2009,65.554,3593918,2181
App13,iOS,2010,74.09,3585000,2172
App93,Android,2015,57.47,4017939,2170
App31,Linux,2014,48.328,10761098,2157
App120,Windows,2015,65.949,17587060,2154
App100,Android,2009,71.752,2009813,2148
App70,Windows,2010,69.978,12617009,2144
App84,Mac,2017,51.253,2674234,2141
App140,Windows,2016,58.02,15826497,2117
App68,Windows,2011,69.772,1613551,2111
App98,Mac,2017,49.8,153403524,2093
App36,Linux,2018,39.693,496374,2082
App31,Linux,2010,53.983,4744870,2052
App98,Mac,2016,51.929,135564834,2049
App20,Linux,2018,42.643,17696293,2042
App79,Mac,2009,74.241,8906385,2037
App71,Windows,2010,77.045,30131000,2029
App39,Linux,2011,67.217,34807417,2024
App95,Linux,2018,39.36,135031164,2014
App140,Windows,2013,49.113,9657618,2013
App54,Android,2013,53.636,5198399,2011
App84,Mac,2013,60.222,1756032,2001
App121,Linux,2017,56.369,37090298,1993
App102,Windows,2011,68.564,40850141,1989
App95,Linux,2012,46.859,62209173,1982
App98,Mac,2015,54.043,120065004,1972
App140,Windows,2014,52.922,11219340,1972
App128,Windows,2012,62.494,44148285,1961
App121,Linux,2009,40.87,11183227,1960
App27,Linux,2011,60.66,250027,1938
App20,Linux,2017,44.799,15929988,1934
App131,Linux,2010,52.053,4786986,1932
App86,Linux,2011,67.66,16660670,1930
App36,Linux,2017,42.074,447416,1908
App84,Mac,2016,53.754,2494803,1902
App121,Linux,2013,50.338,20367053,1896
App36,Linux,2016,44.366,417908,1895
App109,Linux,2013,61.728,98593,1890
App125,Windows,2010,53.655,5680812,1882
App140,Windows,2015,55.599,13367997,1879
App120,Windows,2014,68.757,16495304,1877
App27,Linux,2010,62.974,217378,1876
App54,Android,2012,55.089,4908554,1874
App122,Linux,2009,44.992,370006,1856
App140,Windows,2012,44.175,8403990,1830
App54,Android,2014,51.461,5756203,1823
App126,Windows,2009,65.2,11918938,1823
App39,Linux,2010,69.806,31681188,1815
App102,Windows,2010,70.303,35356600,1814
App81,Linux,2018,44.248,3270065,1803
App54,Android,2009,60.916,3880130,1797
App20,Linux,2015,49.355,12467171,1793
App31,Linux,2016,47.35,14625967,1786
App84,Mac,2015,55.491,2312802,1785
App20,Linux,2012,52.199,7959865,1783
App141,Linux,2010,47.768,3900000,1777
App141,Linux,2011,50.107,4506497,1773
App138,Windows,2017,73.017,80908147,1764
App77,Linux,2011,54.978,7082430,1749
App60,Windows,2014,56.159,169276000,1748
App59,Windows,2017,47.193,1034172547,1747
App109,Linux,2012,62.742,86796,1738
App31,Linux,2009,54.655,3832408,1729
App19,Windows,2018,31.22,14131858,1714
App111,Linux,2018,41.454,12267493,1712
App86,Linux,2010,69.615,14770296,1711
App13,iOS,2009,74.852,3349000,1710
App98,Mac,2014,56.158,105186881,1705
App23,Linux,2018,41.716,10238807,1704
App95,Linux,2011,46.886,53740085,1698
App20,Linux,2016,47.049,14195809,1694
App39,Linux,2009,71.338,28173309,1693
App70,Windows,2016,63.983,21585105,1691
App121,Linux,2010,42.858,12716129,1688
App20,Linux,2011,52.961,7021028,1684
App37,Android,2009,72.235,3453434,1662
App121,Linux,2011,45.083,14597019,1660
App131,Linux,2009,49.579,4286552,1660
App25,Windows,2015,63.96736,1164970000,1656
App111,Linux,2009,63.062,3430243,1655
App37,Android,2010,70.847,4049146,1654
App54,Android,2011,56.671,4698301,1654
App102,Windows,2009,71.688,30325264,1650
App129,Linux,2011,49.759,2056351,1650
App31,Linux,2017,46.832,16252726,1649
App31,Linux,2015,47.991,12772596,1648
App84,Mac,2012,61.271,1528000,1648
App120,Windows,2013,69.011,15410151,1648
App70,Windows,2017,59.942,22215365,1647
App77,Linux,2009,59.443,5703324,1643
App77,Linux,2010,57.286,6334556,1634
App121,Linux,2016,55.373,32160729,1632
App95,Linux,2016,42.821,106207839,1625
App70,Windows,2009,70.647,10917494,1622
App95,Linux,2015,44.514,93364244,1620
App95,Linux,2017,41.04,119901274,1615
App111,Linux,2010,61.6,3965841,1612
App109,Linux,2018,51.893,199579,1598
App111,Linux,2011,60.187,4588696,1598
App70,Windows,2018,56.656,23301725,1593
App141,Linux,2012,51.386,5216550,1589
App81,Linux,2011,60.43,1332786,1587
App81,Linux,2017,46.289,2828858,1579
App95,Linux,2013,46.608,73039376,1577
App74,Linux,2018,42.592,2012649,1569
App86,Linux,2009,71.164,13056604,1566
App111,Linux,2012,58.196,5260855,1562
App31,Linux,2018,44.93,18013409,1545
App77,Linux,2012,52.214,8007166,1544
App71,Windows,2009,78.623,26420307,1536
App109,Linux,2011,63.306,76595,1533
App129,Linux,2012,52.887,2308582,1533
App128,Windows,2011,60.405,39276153,1524
App111,Linux,2017,43.563,10870037,1520
App111,Linux,2013,55.769,6147783,1518
App60,Windows,2013,60.137,153343000,1517
App109,Linux,2014,60.351,110812,1517
App20,Linux,2010,54.314,6335506,1508
App121,Linux,2014,51.744,24725960,1508
App81,Linux,2012,58.333,1456688,1497
App121,Linux,2015,53.556,28227588,1492
App81,Linux,2016,48.437,2444741,1483
App81,Linux,2013,56.145,1622136,1481
App129,Linux,2010,46.769,1735550,1478
App113,Linux,2013,38.445,3464522,1465
App69,Linux,2018,47.949,35610177,1463
App59,Windows,2016,50.651,959000000,1459
App54,Android,2015,49.923,6326682,1456
App141,Linux,2009,46.023,3421000,1453
App54,Android,2010,58.137,4318137,1452
App117,Linux,2012,43.795,4353666,1451
App98,Mac,2013,58.245,91462088,1443
App111,Linux,2014,52.379,7171347,1442
App11,Linux,2018,42.618,8078314,1441
App109,Linux,2015,58.55,125911,1429
App81,Linux,2014,53.599,1841240,1422
App84,Mac,2011,63.625,1320500,1422
App81,Linux,2010,62.247,1230542,1421
App141,Linux,2013,51.821,6100407,1409
App27,Linux,2009,65.152,191689,1407
App20,Linux,2009,54.985,5793633,1400
App111,Linux,2016,45.815,9535314,1392
App9,Windows,2018,41.216,150448339,1391
App23,Linux,2009,51.724,3150417,1390
App138,Windows,2016,70.672,76048996,1386
App95,Linux,2014,45.826,81551520,1385
App109,Linux,2010,64.337,70787,1385
App60,Windows,2012,62.681,136725000,1383
App25,Windows,2014,65.525,1084035000,1379
App11,Linux,2017,44.885,7026113,1373
App117,Linux,2009,48.159,3080153,1369
App111,Linux,2015,48.879,8307920,1368
App69,Linux,2014,54.11,21198082,1362
App81,Linux,2015,50.852,2119465,1361
App69,Linux,2016,50.992,28263827,1360
App113,Linux,2011,40.006,2879013,1354
App109,Linux,2017,54.425,170372,1353
App120,Windows,2012,70.379,14116836,1349
App69,Linux,2013,54.407,17661452,1348
App113,Linux,2012,39.897,3140897,1348
App129,Linux,2013,55.471,2644765,1345
App54,Android,2016,48.042,6913545,1342
App69,Linux,2015,53.559,25020539,1342
App109,Linux,2016,56.48,145608,1339
App49,Linux,2018,46.452,22873338,1328
App27,Linux,2014,52.933,395114,1316
App77,Linux,2013,49.35,9171477,1303
App128,Windows,2010,58.285,34024249,1295
App113,Linux,2014,38.333,3868905,1294
App69,Linux,2017,50.654,31386842,1288
App117,Linux,2010,45.936,3428839,1285
App11,Linux,2013,52.337,3641603,1278
App74,Linux,2017,44.593,2046772,1275
App141,Linux,2018,42.384,11746035,1271
App54,Android,2017,46.243,7607651,1270
App69,Linux,2012,56.155,14500404,1268
App27,Linux,2013,54.926,348643,1267
App140,Windows,2011,39.848,7407075,1265
App117,Linux,2011,44.501,3840161,1255
App27,Linux,2015,50.939,454429,1247
App11,Linux,2016,47.014,6066080,1233
App11,Linux,2014,50.904,4243788,1226
App84,Mac,2010,65.033,1149500,1226
App69,Linux,2011,58.766,12044785,1222
App17,Linux,2018,37.814,14326203,1217
App14,Linux,2010,62.745,553541,1215
App120,Windows,2011,70.457,13016733,1213
App141,Linux,2014,50.821,7272406,1213
App141,Linux,2015,46.1,8381163,1211
App113,Linux,2010,41.012,2662190,1206
App54,Android,2018,43.59,8502814,1202
App129,Linux,2014,56.941,3154264,1202
App23,Linux,2010,51.573,3495967,1197
App22,Linux,2009,50.485,1523478,1193
App11,Linux,2015,49.19,4981671,1191
App49,Linux,2009,60.022,7355248,1190
App74,Linux,2016,47.747,2013823,1186
App49,Linux,2011,58.453,9354120,1178
App117,Linux,2013,42.955,5828892,1177
App98,Mac,2012,60.838,78152686,1176
App27,Linux,2016,48.944,527982,1174
App27,Linux,2012,57.939,304739,1173
App59,Windows,2015,54.208,872000000,1164
App23,Linux,2017,43.601,8835739,1156
App77,Linux,2014,48.969,10568642,1155
App95,Linux,2009,47.472,41871351,1151
App9,Windows,2017,43.453,135656790,1136
App22,Linux,2010,49.396,1733638,1136
App120,Windows,2010,70.815,11737396,1136
App23,Linux,2012,50.651,4388260,1134
App41,Linux,2015,42.024,387838,1132
App49,Linux,2010,58.556,8490213,1126
App113,Linux,2009,42.568,2467895,1117
App49,Linux,2017,48.072,20550751,1112
App60,Windows,2011,66.041,121282000,1111
App22,Linux,2012,46.775,2167533,1109
App127,Linux,2018,52.517,38139640,1107
App23,Linux,2011,51.051,3899068,1104
App117,Linux,2014,41.974,6921858,1093
App90,Mac,2018,39.393,28901790,1091
App11,Linux,2011,54.406,2761407,1086
App27,Linux,2017,46.472,614382,1076
App120,Windows,2009,72.396,10421936,1074
App109,Linux,2009,65.528,65345,1072
App141,Linux,2017,39.193,10595811,1072
App141,Linux,2016,40.238,9417789,1071
App22,Linux,2011,48.295,1927260,1070
App113,Linux,2015,36.788,4260884,1069
App129,Linux,2009,43.922,1528098,1068
App23,Linux,2015,47.383,6429417,1058
App69,Linux,2010,59.285,10191512,1057
App90,Mac,2017,41.472,25873917,1057
App81,Linux,2009,64.164,1146757,1056
App84,Mac,2009,66.803,1010280,1056
App133,Linux,2018,51.542,29170398,1056
App94,Linux,2010,54.496,4534062,1054
App98,Mac,2011,61.818,69325921,1050
App77,Linux,2018,40.848,19167654,1045
App80,Linux,2018,36.936,12031795,1043
App77,Linux,2015,46.881,12210395,1041
App17,Linux,2017,40.697,12251209,1038
App11,Linux,2010,54.777,2427334,1036
App129,Linux,2015,58.061,3747553,1034
App11,Linux,2012,53.919,3168267,1029
App95,Linux,2010,47.464,47287752,1015
App90,Mac,2016,43.971,23001113,1011
App23,Linux,2016,45.569,7562011,1005
App49,Linux,2016,49.875,18418288,1005
App128,Windows,2009,56.061,29263397,1002
App94,Linux,2009,56.867,4076008,998
App49,Linux,2012,57.501,10538093,993
App138,Windows,2015,67.662,69940728,989
App27,Linux,2018,44.467,710960,986
App77,Linux,2016,44.851,14165114,986
App14,Linux,2009,63.622,512764,984
App129,Linux,2016,58.39,4320890,982
App1,Windows,2013,40.822,12881816,978
App59,Windows,2014,56.596,788000000,977
App74,Linux,2015,48.492,1803195,977
App1,Windows,2018,31.997,31889923,975
App9,Windows,2016,45.252,123315288,973
App41,Linux,2014,43.662,341244,967
App25,Windows,2013,67.274,1000281000,962
App127,Linux,2012,49.919,17129565,962
App41,Linux,2012,47.545,192675,959
App22,Linux,2013,46.066,2476971,957
App94,Linux,2011,51.313,5060262,954
App23,Linux,2014,49.517,5498955,952
App80,Linux,2017,38.487,10580176,951
App133,Linux,2011,51.016,10190285,951
App11,Linux,2009,56.728,2151895,949
App17,Linux,2016,43.591,10352843,946
App52,Linux,2017,37.197,8807818,946
App88,Mac,2018,45.108,47761980,944
App52,Linux,2018,35.753,9947814,943
App98,Mac,2010,63.61,60641899,942
App17,Linux,2015,46.137,8878303,932
App117,Linux,2016,39.658,6633514,931
App41,Linux,2013,45.664,285483,928
App133,Linux,2017,47.813,24739869,928
App117,Linux,2015,40.973,6099799,927
App117,Linux,2018,36.981,9118773,926
App49,Linux,2015,51.756,16278738,925
App41,Linux,2010,49.348,259864,916
App127,Linux,2011,47.62,14706593,916
App42,Linux,2016,43.89,4058319,913
App17,Linux,2014,48.122,7586551,912
App94,Linux,2013,44.555,6437188,910
App133,Linux,2010,48.051,8900294,909
App28,Linux,2011,47.412,23007669,905
App127,Linux,2017,49.651,34593779,899
App90,Mac,2015,46.748,20326209,898
App69,Linux,2009,59.339,8678557,897
App19,Windows,2017,40.317,12926707,896
App28,Linux,2009,47.804,17486434,896
App77,Linux,2017,42.881,16473477,895
App129,Linux,2017,57.561,4977378,886
App47,Linux,2012,52.644,608274,885
App129,Linux,2018,58.42,5701579,883
App108,Linux,2013,44.1,5507565,882
App117,Linux,2017,38.977,7753310,882
App49,Linux,2013,55.729,11400338,876
App52,Linux,2012,48.576,4227026,875
App127,Linux,2013,50.608,19844382,874
App52,Linux,2016,38.842,8048834,869
App108,Linux,2018,23.599,8860588,863
App113,Linux,2018,32.767,6144562,863
App28,Linux,2010,47.784,19941073,862
App140,Windows,2010,36.984,6740785,862
App52,Linux,2013,45.552,4710497,857
App59,Windows,2013,58.553,708000000,856
App17,Linux,2011,50.324,5433886,855
App1,Windows,2009,43.828,10267083,853
App1,Windows,2014,39.854,13867957,852
App60,Windows,2009,70.65,99028000,849
App108,Linux,2014,44.02,6349365,848
App127,Linux,2010,45.757,12607312,848
App49,Linux,2014,53.744,14168101,847
App22,Linux,2014,44.741,2840009,845
App133,Linux,2012,50.35,11457758,844
App9,Windows,2015,46.923,113704579,838
App53,Linux,2013,41.245,825987,838
App1,Windows,2010,42.129,11537966,836
App47,Linux,2013,49.265,715523,836
App127,Linux,2014,51.535,23040630,832
App127,Linux,2015,50.44,26605473,826
App140,Windows,2009,35.18,6120081,826
App87,Linux,2018,36.161,19951656,824
App138,Windows,2014,62.82,62826491,821
App53,Linux,2011,44.873,625361,820
App133,Linux,2016,44.578,21210254,817
App59,Windows,2012,60.223,634000000,813
App94,Linux,2012,47.391,5682086,809
App17,Linux,2013,49.557,6634596,807
App52,Linux,2014,42.891,5650262,806
App75,Linux,2011,44.852,1482628,803
App98,Mac,2009,65.483,53100671,803
App142,Linux,2011,55.635,5861135,799
App23,Linux,2013,50.525,4875118,798
App53,Linux,2016,36.486,1193708,797
App74,Linux,2013,52.208,1411807,797
App28,Linux,2012,46.462,26480870,796
App17,Linux,2010,50.65,5127935,795
App52,Linux,2015,40.762,6990574,794
App142,Linux,2016,46.809,11404948,792
App80,Linux,2016,39.977,9384984,790
App127,Linux,2016,48.466,30686889,789
App142,Linux,2013,60.363,7636524,789
App1,Windows,2012,41.674,14880372,786
App108,Linux,2017,36.087,7852401,786
App90,Mac,2014,49.594,17917180,776
App74,Linux,2014,49.767,1599200,774
App138,Windows,2009,45.363,33796140,772
App133,Linux,2009,45.344,7688797,767
App42,Linux,2017,42.189,4414865,765
App53,Linux,2012,43.266,745228,765
App60,Windows,2010,68.588,109343000,762
App78,Linux,2018,38.41,13327079,759
App47,Linux,2011,55.861,517101,756
App47,Linux,2018,33.896,1688359,753
App9,Windows,2014,50.009,103764241,752
App22,Linux,2015,43.457,3265124,748
App53,Linux,2015,37.465,1050938,746
App74,Linux,2012,55.078,1251524,745
App17,Linux,2012,50.26,5889574,743
App52,Linux,2011,51.455,3811387,742
App22,Linux,2016,43.308,3696513,741
App25,Windows,2012,68.69,943455000,741
App1,Windows,2011,41.763,13079460,740
App22,Linux,2017,41.478,4048013,739
App80,Linux,2015,41.714,8416215,739
App108,Linux,2015,43.413,7290203,737
App53,Linux,2014,39.327,927524,736
App47,Linux,2010,58.041,439593,735
App19,Windows,2016,43.415,11782962,734
App1,Windows,2017,34.02,25268405,727
App87,Linux,2011,44.026,9809596,725
App59,Windows,2011,61.765,567000000,724
App17,Linux,2009,52.295,4919632,723
App127,Linux,2009,44.246,10863958,722
App9,Windows,2010,62.013,62821884,721
App90,Mac,2013,52.537,15796314,718
App53,Linux,2010,45.504,601287,716
App75,Linux,2010,45.678,1279406,714
App138,Windows,2012,55.764,50533506,714
App52,Linux,2010,53.676,3451418,709
App138,Windows,2013,58.816,56142181,707
App22,Linux,2018,39.475,4369038,706
App142,Linux,2014,62.351,9216418,706
App59,Windows,2010,62.879,506000000,701
App138,Windows,2011,50.254,44655014,700
App113,Linux,2017,34.113,5359092,699
App90,Mac,2012,55.727,13933198,694
App142,Linux,2015,60.377,10704340,693
App78,Linux,2016,41.766,10419991,692
App43,Linux,2018,40.059,76511887,691
App9,Windows,2009,64.062,56839289,686
App52,Linux,2009,56.007,3140003,686
App80,Linux,2012,48.388,6491649,686
App142,Linux,2012,57.674,6642107,686
App19,Windows,2014,50.957,8371791,684
App80,Linux,2014,43.916,7634008,684
App19,Windows,2015,45.415,10150094,682
App133,Linux,2013,49.849,12939400,682
App9,Windows,2013,52.819,93074406,677
App25,Windows,2011,70.426,862030000,677
App90,Mac,2010,61.34,11261690,676
App90,Mac,2011,59.426,12412593,675
App28,Linux,2013,45.989,30646495,674
App28,Linux,2014,45.548,35481645,673
App41,Linux,2011,48.245,277603,672
App142,Linux,2017,39.989,11926563,672
App108,Linux,2012,44.6,4657072,670
App94,Linux,2014,42.598,7332638,668
App47,Linux,2015,41.842,1025384,666
App78,Linux,2017,39.487,11824495,665
App78,Linux,2012,47.457,5637246,663
App47,Linux,2017,35.857,1457766,661
App9,Windows,2012,56.018,80428306,660
App59,Windows,2009,64.698,454000000,658
App47,Linux,2016,38.308,1235767,654
App90,Mac,2009,63.785,10332057,652
App1,Windows,2015,38.438,16317921,649
App133,Linux,2015,48.825,18252190,644
App42,Linux,2018,40.158,4906585,641
App75,Linux,2012,43.764,1703617,640
App75,Linux,2015,42.221,1912974,637
App138,Windows,2010,47.838,39463910,637
App78,Linux,2014,45.009,7824747,636
App1,Windows,2016,36.088,22227415,635
App75,Linux,2009,46.027,1112796,634
App87,Linux,2017,38.113,18473780,634
App78,Linux,2013,45.642,6502825,633
App18,Linux,2015,44.736,5809236,632
App9,Windows,2011,59.412,70759295,630
App19,Windows,2013,53.914,7272485,624
App18,Linux,2014,45.326,5126023,622
App94,Linux,2018,39.487,12894865,620
App80,Linux,2013,46.364,6998256,618
App133,Linux,2014,51.509,15283050,618
App25,Windows,2010,72.028,754550000,613
App47,Linux,2014,45.58,848406,612
App88,Mac,2017,49.379,45598081,611
App75,Linux,2016,41.536,2201825,609
App94,Linux,2017,40.118,11140655,601
App47,Linux,2009,59.448,374020,600
App108,Linux,2009,46.242,3051242,597
App108,Linux,2011,45,3992121,591
App108,Linux,2016,43,7212583,590
App78,Linux,2011,47.495,4730997,585
App41,Linux,2009,51.579,249220,583
App42,Linux,2015,44.142,3668440,583
App80,Linux,2011,49.903,5828158,581
App94,Linux,2015,41.291,8392818,581
App94,Linux,2016,40.546,9666252,580
App53,Linux,2018,34.488,1472041,579
App43,Linux,2013,46.684,38111756,578
App53,Linux,2017,35.492,1332459,576
App113,Linux,2016,35.4,4578212,575
App43,Linux,2014,44.916,42999530,574
